id;city;country;country_id;type_of_violence;UCDP_event_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional_actors;cr_clarity;sources;sources_original;date_start;date_end;date_precision;time;where;neighbourhood/area;admin_area;latitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_na
IMP14120801_00;Imphal;India;750;violent abduction;na;without weapon/melee;unknown;unknown;unknown;unknown;civilians;unknown;1 man;35;no;3: low;"The Telegraph, ""Abducted trader manages to flee,"" 11 December 2014";victim testimony;2014-12-08;2014-12-18;1;unknown;Singjamei market, Imphal East;;;24,782013;93,937399;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0
IMP14121101_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: ?201412110058;;2014-12-11;2014-12-11;1;unknown;?near two Border Security Force (BSF) vehicles on Imphal-Ukhrul road in Imphal East;;;24,830244;93,969519;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0
IMP14121501_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;6 men;28, 15, 26, 40, 48, 48;no;2: medium;"Hindustan Times, ""1 killed, 5 injured in Imphal blast,"" 15 December 2014; The Times of India, ""2 killed as blast rocks Imphal,"" 16 December 2014";inspector general of police Clay Khongsai;2014-12-15;2014-12-15;1;11:10 a.m.;Thangal Bazar MG Avenue, located barely 100 metres from city police statio, Imphal West;;;24,811017;93,936548;2: within a small radius of an exact location (e.g. “near the town hall”);0;2;0;0;2;2;2;2 men;5;0;5;0;0
IMP14122101_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;6 men, 1 woman;30s, 60s;no;2: medium;"Indo-Asian News Service, ""Three killed, four injured in Manipur blast,"" 21 December 2014; AAP Bulletins, ""Three killed in India bomb blast,"" 21 December 2014; Assam Tribune, ""3 killed, 4 injured in Manipur blast,"" 21 December 2014";Police;2014-12-21;2014-12-21;1;morning;by the roadside near Khuyathong area, close to Imphal market, Imphal West;;;24,815726;93,938193;3: neighbourhood ;0;3;0;0;3;3;3;2 men, 1 woman;4;0;4;0;0
IMP14122601_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"Assam Tribune, ""Four hurt in Imphal blast,"" 26 December 2014";;2014-12-26;2014-12-26;1;07:00 p.m.;a video editing centre at Uripok area under Imphal Police station, Imphal West;;;24,808966;93,918425;3: neighbourhood ;0;0;0;0;0;0;0;;4;0;4;0;0
IMP15013001_00;Imphal;India;750;attack;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;45;no;3: low;"The Times of India, ""Manipur ADC member attacked in games village,"" 1 February 2015";;2015-01-30;2015-01-30;1;10:30 a.m.;Langol Games Village, Imphal West;;;24,822392;93,903688;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP15021801_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;2 women, 1 man;50, 45, 30;police officers;2: medium;"The Times of India, ""Tribal violence hits Naga dist,"" 19 February 2019; Imphal Free Press, ""Seven including four cops injured in IED blast at Masjid Road,"" 18 February 2015";;2015-02-18;2015-02-18;1;04:40 p.m.;Shamu Makhong area, Imphal West;;;24,807442;93,933806;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;7;0;3;4;0
IMP15031101_00;Imphal;India;750;attack;na;explosives;URF (Lalheiba faction);unknown;1 man;36;civilians;unknown;7 women;unknown;no;1: high;"Xinhua News Agency, ""Xinhua Asia-Pacific news summary at 1600 GMT, March 11,"" 11 March 2015; Imphal Free Press, ""MPP, JD(U), others strongly condemn bomb blast; question govt commitment to book culprits,"" 12 March 2015; The Times of India, ""Imphal blast: Student body calls 48-hour bandh,"" 14 March 2015; The Telegraph, ""Drug addict held for Imphal market blast,"" 26 March 2015";;2015-03-11;2015-03-11;1;06:00 p.m.;at Khwairamband Keithel Temporary Shed, Khwairamban bazaar, Imphal West;;;24,807692;93,937210;1: exact location (e.g. street, building, square);0;3;0;0;3;3;3;;23;0;23;0;0
IMP15042301_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"Defence Journal, ""Security Analysis on the International, Regional and Domestic Fronts,"" 31 May 2015";;2015-04-23;2015-04-23;1;unknown;near 1st Gate of the Manipur University, Imphal West ;;;24,752085;93,928143;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;5;0;5;0;0
IMP15062601_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 man;21;no;2: medium;"The Times of India, ""'Rebels' trigger blast near Imphal Raj Bhavan,"" 27 June 2015";;2015-06-26;2015-06-26;1;05:00 a.m.;near the Raj Bhavan, Imphal West;;;24,803312;93,936526;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP15110101_00;Imphal;India;750;attack;na;explosives;UNLF;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high;GTD Event ID: ?201511010029;;2015-11-01;2015-11-01;1;unknown;?Sky Golden Cafe restaurant along Uripok Kangchup area, Imphal West ;;;24,807776;93,905455;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0
IMP15111101_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low;"Defence Journal, ""Security Analysis on the International, Regional and Domestic Fronts,"" 31 December 2015";;2015-11-11;2015-11-11;1;unknown;Mahabali Kabui village under Porompat Police Station, Imphal East;;;24,796067;93,944207;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP15122201_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: ?201512220046;;2015-12-22;2015-12-22;1;unknown;Lamphel area, Imphal West;;;24,817732;93,921761;3: neighbourhood ;0;1;0;0;1;1;1;;0;0;0;0;0
IMP16021901_00;Imphal;India;750;attack;na;firearms;KCP (Poirei Metei Lup);unknown;unknown;youths;civilians;unknown;1 girl, 1 woman, 1 man;38, teenage girl;no;1: high;"Indo-Asian News Service, ""School girl shot at in Manipur,"" 19 February 2016; Imphal Free Press, ""KCP (PML) claims attack on restaurant,"" 20 February 2016; Press Trust of India, ""Woman shot by militant outfit dies,"" 16 March 2016";Police;2016-02-19;2016-02-19;1;unknown;Ningthibi Restaurant at Laiching Chingkhong, Khurai Angom Leikai, Imphal East;;;24,834549;93,972091;3: neighbourhood ;0;1;0;0;1;1;1;1 woman;3;0;3;0;0
IMP16021902_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: ?201602190068;;2016-02-19;2016-02-19;1;unknown;?Namthilok, Imphal;;;24,815191;93,941956;4: sub-city admin area;0;2;0;0;2;2;2;;0;0;0;0;0
IMP16030901_00;Imphal;India;750;attack;na;explosives;PREPAK-Pro;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;1: high;"The Telegraph, ""Prepak-Pro owns up to blast,"" 11 March 2016";Police;2016-03-09;2016-03-09;1;unknown;Punya Motors Private Ltd., Khuyathong, Imphal West;;;24,816520;93,938352;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0
IMP16031201_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;1 man;24;no;3: low;"Imphal Free Press, ""Oil pump employee injured in IED explosion at Hafiz Hatta,"" 12 March 2015";;2016-03-12;2016-03-12;1;06:50 p.m.;M/s Tusk and Bond Oil Pump, Hafiz Hatta, Imphal East;;;24,812842;93,951874;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP16031901_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: ?201603190016;;2016-03-19;2016-03-19;1;unknown;?Canchi Indane Service gas agency in Kwakeithel, Imphal West;;;24,784411;93,919205;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0
IMP16030301_00;Imphal;India;750;violent abduction;na;sharp object;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low;GTD Event ID: ??201603030055;;2016-03-30;2016-03-03;1;unknown;Lamphel Sanakeithel, Imphal West;;;24,817732;93,921761;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP16041301_00;Imphal;India;750;attack;225948;explosives;UNLF;unknown;unknown;unknown;Assam Rifles;unknown;unknown;unknown;no;1: high;"Press Trust of India, ""Jawan killed, 3 injured in blast near Assam Rifles camp,"" 13 April 2016; GTD Event ID: ?201604130032";Police;2016-04-13;2016-04-13;1;evening;near the Assam Rifles camp, near Minuthong, Imphal West;;;24,816146;93,949670;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;unknown;3;0;3;0;0
IMP16062101_00;Imphal;India;750;attack;na;explosives;NRFM;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high;"GTD Event ID: ?201606210057; Asian News International, ""JCILPS man held with explosive materials,"" 25 June 2016";;2016-06-21;2016-06-21;1;unknown;Sagolband Ingudam Leirak, Imphal West;;;24,800179;93,921430;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP16080501_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;GTD Event ID: ?201608050001;;2016-08-05;2016-08-05;1;unknown;?State Museum complex, Imphal West;;;24,804867;93,937094;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;1;1;0
IMP16100501_00;Imphal;India;750;attack;na;explosives;PREPAK;unknown;unknown;unknown;civilians;unknown;1 man;29;no;1: high;"Imphal Free Press, Man injured in low intensity blast,"" 6 October 2016; GTD Event ID: ?201610050048";;2016-10-05;2016-10-05;1;08:00 p.m.;residential gate of (L) Sapam Tiken of Singjamei Sapam Leikai, Singjamei bazar, Imphal East;;;24,777268;93,943168;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP16101701_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: ?201610170027;;2016-10-17;2016-10-17;1;unknown;?Chingmeirong area, Imphal West;;;24,832445;93,946017;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0
IMP16112001_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 man;35;no;3: low;"GTD Event ID: ?201611200024; The Telegraph,""Triple blasts rock Imphal,"" 21 November 2016";;2016-11-20;2016-11-20;1;unknown;?Singjamei Chingamathak neighborhood, Imphal West;;;24,785338;93,936234;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP16112002_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;Assam Rifles;unknown;unknown;unknown;no;2: medium;"The Telegraph,""Triple blasts rock Imphal,"" 21 November 2016";Police;2016-11-20;2016-11-20;1;05:00 p.m.;the army's Manipur Sector office complex, Imphal;;;24,813967;93,950279;5: city-level precision only;0;0;0;0;0;0;0;;1;0;1;0;0
IMP16112003_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;CRPF personnel;unknown;unknown;unknown;no;2: medium;"The Telegraph,""Triple blasts rock Imphal,"" 21 November 2016";Police;2016-11-20;2016-11-20;1;05:15 p.m.;All India Radio's Imphal station, Imphal East;;;24,800375;93,948955;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0
IMP16120901_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;1 woman;unknown;no;3: low;GTD Event ID: ?201612090013;Police;2016-12-09;2016-12-09;1;06:25 p.m.;Singjamei area, Imphal East;;;24,777365;93,943125;3: neighbourhood ;0;0;0;0;0;0;0;;5;0;5;0;0
IMP17010701_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;CRPF personnel;unknown;2 men;24, 28;no;2: medium;"India Blooms News Service, ""IED explosion hits poll bound Manipur, two CRPF jawans injured,"" 7 January 2017";Police;2017-01-07;2017-01-07;1;06:30 p.m.;near the 143 battalion CPRF camp at Lamphelpat under Lamphel police station, Imphal West;;;24,823366;93,911634;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0
IMP17030201_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;2 women , 6 men;65, 37, 40, 50, 35, 55, 30, 31;no;3: low;"Press Trust of India, ""Eight people injured in IED explosion in Manipur,"" 2 March 2017; United News of India, ""Eight injured in Imphal blast,"" 2 March 2017; The Telegraph, ""8 hurt in Manipur explosion,""  2 March 2017";Police;2017-03-02;2017-03-02;1;evening;Langol Laimanai village in Imphal West;;;24,842357;93,915867;3: neighbourhood ;0;0;0;0;0;0;0;;8;0;8;0;0
IMP17030401_00;Imphal;India;750;attack;na;unknown;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low;GTD Event ID: ?201703040030;;2017-03-04;2017-03-04;1;unknown;?Thangmeiband neighborhood, Imphal West;;;24,819075;93,933990;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP17030801_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;3 women, 5 men;unknown;no;2: medium;"Indo-Asian News Service, ""Two women wounded in Imphal grenade attack,"" 8 March 2017; Assam Tribune, ""89 pc votes cast in Manipur repoll,"" 9 March 2017";Police;2017-03-08;2017-03-08;1;unknown;Deva Pharmacy near Kasturi bridge in Thangal Bazaar, Imphal West;;;24,810007;93,933886;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;8;0;8;0;0
IMP17031701_00;Imphal;India;750;assassination/murder;na;firearms;UNLF;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high;"India Today, ""Manipur: Unidentified outfit guns down Bihar native in Imphal,"" 5 October 2017";;2017-03-17;2017-03-17;1;unknown;in between Langol Game village and Lamdeng Khunou, Imphal West;;;24,817359;93,899122;3: neighbourhood ;0;1;0;0;1;1;1;unknown;0;0;0;0;0
IMP17060701_00;Imphal;India;750;attack;na;explosives;PREPAK;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;1: high;"Indo-Asian News Service, ""One injured in grenade attack in Imphal,"" 8 June 2017; GTD Event ID: ?201706070033";Police;2017-06-07;2017-06-07;1;night;Mahavir Medical Store, in Thangal Bazar neighborhood, Imphal West;;;24,809941;93,934159;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0
IMP17071701_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;4 men;50, 43, 41, 35;no;3: low;"The Telegraph, ""Imphal blast injures four,"" 18 July 2017";Police;2017-07-17;2017-07-17;1;10:30 a.m.;Soibam Leikai, Imphal East;;;24,811351;93,954250;3: neighbourhood ;0;0;0;0;0;0;0;;4;0;4;0;0
IMP17072801_00;Imphal;India;750;assassination/murder;na;firearms;UNLF;unknown;unknown;unknown;civilians;unknown;1 man;42;no;1: high;"Press Trust of India, ""Man shot dead in Imphal West district,"" 29 July 2017";UNLF statement;2017-07-28;2017-07-28;1;night;Sagolband Tera Pukhrambam Leirak, Imphal West;;;24,798065;93,924976;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP17080801_00;Imphal;India;750;assassination/murder;na;firearms;UNLF;unknown;unknown;unknown;civilians;unknown;1 man ;42;no;1: high;"Indo-Asian News Service, ""Militants shoot and wound alleged rapist,"" 8 August 2017; Imphal Free Press, ""Minor rape accused shot after appearing in court,"" 8 August 2017; The Times of India, ""UNLF owns up to shooting rape-accused,"" 11 August 2017";Police;2017-08-08;2017-08-08;1;02:00 p.m.;Tera Khamnam Leirak along Sagolband road, Takyel under Lamphel police station, Imphal West;;;24,801671;93,921338;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP17091601_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"India Blooms News Service, ""Manipur: 4 employees of a construction company injured in grenade blast,"" 16 September 2017";;2017-09-16;2017-09-16;1;05:00 p.m.;Hindustan Construction Company office, Imphal;;;24,813967;93,950279;5: city-level precision only;0;0;0;0;0;0;0;;4;0;4;0;0
IMP17100401_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low;"The Times of India, ""Bihar man found shot in Imphal,"" 5 October 2017";;2017-10-04;2017-10-04;1;unknown;Maibam Leikai area, near Centrerun Manipur University, Imphal West;;;24,745981;93,921410;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP17101301_00;Imphal;India;750;attack;na;explosives;KCP;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high;"United News of India, ""Ten injured in Imphal blast,"" 14 October 2017; Press Trust of India, ""Banned outfit claims responsibility for bomb attack in Imphal,"" 14 October 2017";Police;2017-10-13;2017-10-13;1;night;Tera Lukram Leirak, Imphal West;;;24,788020;93,913589;3: neighbourhood ;0;0;0;0;0;0;0;;10;0;10;0;0
IMP18010401_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;35;no;3: low;"Imphal Free Press, ""Rape accused shot dead,"" 4 January 2018";;2018-01-04;2018-01-04;1;10:30 a.m.;Zoo road, Iroisemba towards Lamdeng, Imphal West;;;24,815421;93,887721;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP18011501_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 woman;50;no;2: medium;"Indo-Asian News Service, ""Woman injured in grenade blast near army office in Imphal,"" 15 January 2018; India Blooms News Service, ""Powerful IED explodes in Imphal, one woman sweeper injured,"" 15 January 2018";Police;2018-01-15;2018-01-15;1;06:00 p.m.;at the foot of the southern wall of Johnstone Higher Secondary school, near the Raj Bhavan and close to the Chief Minister's home and office, Imphal West;;;24,805945;93,937901;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0
IMP18020501_00;Imphal;India;750;attack;na;explosives;MPA;unknown;unknown;unknown;Assam Rifles;unknown;unknown;unknown;no;1: high;"Indo-Asian News Service, ""Two troopers injured in bomb blasts in Manipur,"" 5 February 2018; GTD Event ID: ??201802050009.";Police;2018-02-05;2018-02-05;1;unknown;Polo ground, Imphal West;;;24,806375;93,935588;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0
IMP18020601_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;Assam Rifles;unknown;unknown;unknown;no;3: low;"India Blooms News Service, ""Manipur: 9 Assam Rifles troopers injured in twin blast,"" 6 February 2018";;2018-02-06;2018-02-06;1;05:30 p.m.;near Khuman Lampak Sports Complex, Imphal East;;;24,822523;93,952481;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;9;0;9;0;0
IMP18030301_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;24;no;3: low;"The Times of India, ""Youth shot dead in Imphal,"" 5 March 2018; Press Trust of India, ""Two arrested in connection with killing of 21-yr-old youth,"" 8 March 2018";Police;2018-03-03;2018-03-03;1;01:00 a.m.;Nagampal area, Imphal West;;;24,811989;93,933685;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP18050801_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;Assam Rifles;unknown;1 man;23;no;2: medium;"India Blooms News Service, ""Assam Rifles jawan injured in Manipur blast,"" 8 May 2018";;2018-05-08;2018-05-08;1;06:40 p.m.;in front of Assam Rifles' gate at Sanjeevani, near PDA office, near the Manipur Tourism department office, Imphal West;;;24,818616;93,945247;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0
